NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MASS,MSTAR,I
,mjupiter,au,day,,deg,jd,m/s,,,,,mjupiter,msun,deg
Kepler-923 b,,0.0736811,6.93366476,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00890695,1.11,
CoRoT-8 b,0.215994,0.0633825,6.21229,0,90,2454238.9743,26,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,0.216078,0.88,88.4
Kepler-723 b,,0.0486188,4.08227507,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1,0.92,
Kepler-844 b,,0.03114,2.61302086,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0124487,0.59,
HAT-P-42 b,1.03967,0.0575315,4.641878,0,90,2455952.52603,113.5,Boisse 2013,http://adsabs.harvard.edu/abs/2013A%26A...558A..86B,Boisse 2013,http://adsabs.harvard.edu/abs/2013A%26A...558A..86B,1.04234,1.178,85.9
Kepler-1283 b,,0.113375,12.9460978,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.014034,1.16,
Kepler-1430 b,,0.0326929,2.46050993,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00518721,0.77,
Kepler-401 b,,0.115746,14.383035,,90,2454973.55968,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0126401,,
Kepler-760 c,,0.03437,2.46697439,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0112658,0.89,
Kepler-1069 b,,0.161835,23.8990296,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0119381,0.99,
Kepler-291 c,,0.0624544,5.700786,,90,2454965.68674,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0138423,,
Kepler-1324 b,,0.0462676,4.11584468,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0121297,0.78,
CoRoT-20 b,4.24157,0.0901485,9.24285,0.562,56.3,2455265.79074,454,Deleuil 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.145D,Deleuil 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.145D,4.24,1.14,88.21
Kepler-292 e,,0.10246,11.97901,,90,2455011.9664,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0218083,,
HD 96167 b,0.68457,1.34724,498.9,0.71,285,2453057,20.8,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P,0.68457,1.31,
HD 43197 b,0.596868,0.918027,327.8,0.83,251,2454713.8,32.4,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,0.596868,0.96,
Kepler-1388 c,,0.0525035,5.53608151,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.017125,0.63,
Kepler-912 b,,0.0372128,2.53475627,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0236826,1.07,
Kepler-514 b,,0.0674219,5.65179605,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0126737,1.28,
Kepler-998 b,,0.0645018,5.65377733,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0176872,1.12,
Kepler-1129 b,,0.164368,24.3397804,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0261661,1,
Kepler-1335 b,,0.0609548,6.26406846,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.010441,0.77,
HD 37605 c,3.36552,3.81754,2720,0.013,221,2454838,48.9,Wang 2012,http://adsabs.harvard.edu/abs/2012ApJ...761...46W,Wang 2012,http://adsabs.harvard.edu/abs/2012ApJ...761...46W,3.36552,1,
HATS-7 b,0.119447,0.0401202,3.185315,0,90,2456528.29697,18.4,Bakos 2015,http://adsabs.harvard.edu/abs/2015ApJ...813..111B,Bakos 2015,http://adsabs.harvard.edu/abs/2015ApJ...813..111B,0.119525,0.849,87.92
Qatar-4 b,6.07882,0.028034,1.8053564,0,90,2457637.77361,1087,Alsubai 2017,http://adsabs.harvard.edu/abs/2017AJ....153..200A,Alsubai 2017,http://adsabs.harvard.edu/abs/2017AJ....153..200A,6.08461,0.896,87.5
Kepler-1601 b,,0.0336339,2.20921951,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00142986,1.04,
TYC 3667-1280-1 b,5.40146,0.214338,26.468,0.036,240,2456319.6,242.4,Niedzielski 2016,http://adsabs.harvard.edu/abs/2016A%26A...589L...1N,Niedzielski 2016,http://adsabs.harvard.edu/abs/2016A%26A...589L...1N,5.40146,1.87,
Kepler-659 b,,0.122745,17.671796,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.01966,0.79,
Kepler-1332 b,,0.100137,11.87456832,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00866602,0.95,
Kepler-81 b,,0.0554099,5.955,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.0187628,0.64,
Kepler-814 b,,0.068804,6.1469851,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0157709,1.15,
LHS 1140 b,0.0212289,0.0874937,24.73712,0,90,2456915.6997,5.34,Dittmann 2017,http://adsabs.harvard.edu/abs/2017Natur.544..333D,Dittmann 2017,http://adsabs.harvard.edu/abs/2017Natur.544..333D,0.0212289,0.146,89.912
Kepler-1168 b,,0.272889,55.8226539,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.01966,0.87,
Kepler-955 b,,0.112106,14.53244172,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0291691,0.89,
GJ 273 c,0.00374866,0.0364676,4.72335022,0.169278,150.973,2456234.6922407043,1.05158,Astudillo-Defru 2017 (corrected; private communication),http://adsabs.harvard.edu/abs/2017A%26A...602A..88A,Astudillo-Defru 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A..88A,0.00374866,0.29,
Kepler-1328 b,,0.053514,4.52158888,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00266535,1,
HD 183263 b,3.57445,1.49006,626.516,0.35672,233.532,2452111.688,84.0443,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,3.57445,1.121,
Kepler-663 b,,0.0543959,4.99678284,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0208973,0.86,
Kepler-624 b,,0.120607,14.58649607,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0175728,1.1,
Kepler-1526 b,,0.0437251,3.908632,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0188877,0.73,
Kepler-347 c,,0.177529,27.320871,,90,2454987.30618,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0129124,,
Kepler-699 b,,0.167447,27.80756293,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1,0.81,
Kepler-32 c,,0.0676835,8.7522,0,90,2454977.378,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0147699,0.54,
Kepler-23 b,,0.0749015,7.10664,0,90,2454971.3022,,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0139795,1.11,
WASP-23 b,0.871881,0.037022,2.9444256,0,,,145.8,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T,0.872226,0.78,88.39
Kepler-594 b,,0.1083,13.64618192,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0162741,0.91,
11 Com b,16.1284,1.17872,326.03,0.231,94.8,2452899.6,302.8,Liu 2008,http://adsabs.harvard.edu/abs/2008ApJ...672..553L,Liu 2008,http://adsabs.harvard.edu/abs/2008ApJ...672..553L,16.1284,2.04,
HD 145377 b,5.78201,0.450064,103.95,0.307,138.1,2454635.4,242.7,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,5.78201,1.12,
Kepler-1554 b,,0.627489,198.088774,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0252452,0.84,
Kepler-650 b,,0.0420644,3.03214559,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0261661,1.08,
Kepler-289 d,,0.328137,66.0634,0.011,,2454965.6404,,Schmitt 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..167S,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.012,1.08,89.73
Kepler-1429 b,,0.0540966,4.48487493,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00709482,1.05,
Kepler-194 c,,0.13095,17.308032,,90,2455009.94169,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0207641,,
CoRoT-25 b,0.26487,0.0577982,4.86069,0,90,2454576.2156,30,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,0.27,1.09,84.5
Kepler-419 c,,1.68144,675.47,0.184,275.3,,,Dawson 2014,http://adsabs.harvard.edu/abs/2014ApJ...791...89D,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,7.3,1.39,2.5
Kepler-332 b,,0.0758257,7.626324,,90,2454969.01672,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00508144,,
omicron CrB b,1.47736,0.826048,187.83,0.191,79,2452211,32.25,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,1.47736,2.13,
Kepler-229 c,,0.124621,16.068638,,90,2455006.62165,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0802152,,
HD 47366 c,1.86351,1.85343,684.7,0.278,132,2450445,30.1,Sato 2016,http://adsabs.harvard.edu/abs/2016ApJ...819...59S,Sato 2016,http://adsabs.harvard.edu/abs/2016ApJ...819...59S,1.86351,1.81,
Kepler-954 b,,0.12007,16.78176602,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0176872,0.82,
Kepler-1408 b,,0.0433594,2.99793191,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00189081,1.21,
Kepler-779 b,,0.0557932,7.09714223,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00215846,0.46,
OGLE-TR-132 b,1.16945,0.0303507,1.689868,0,90,2453142.5912,167,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Bouchy 2004,http://adsabs.harvard.edu/abs/2004A%26A...421L..13B,1.18,1.305,83.4
beta Gem b,2.75822,1.75739,589.64001,0.02,354.58,2447739.02,41,Hatzes 2006,http://adsabs.harvard.edu/abs/2006A%26A...457..335H,Hatzes 1993,http://adsabs.harvard.edu/abs/1993ApJ...413..339H,2.75822,2.08,
Kepler-633 b,,0.0820733,8.50340718,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0120821,1.02,
Kepler-277 b,,0.136075,17.324,,,,,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X,,1.12,
Kepler-1159 b,,0.166307,22.70816791,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0181548,1.19,
Kepler-1443 b,,0.0373628,2.41811321,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00266535,1.19,
Pr 201 b,0.540155,0.0565986,4.4264,0,90,2455992.861,58.1,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,0.540155,1.234,
Kepler-541 b,,0.0648523,5.08005848,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0340314,1.41,
Kepler-937 c,,0.587421,153.343364,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.021778,1.15,
Kepler-625 c,,0.0513318,4.1653651,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00351465,1.04,
WASP-52 b,0.45566,0.0271336,1.7497798,0,90,2455793.68143,84.3,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,0.457165,0.87,85.35
WASP-107 b,0.116831,0.0553247,5.72149,0,90,2456514.4106,17,Anderson 2017,http://adsabs.harvard.edu/abs/2017A%26A...604A.110A,Anderson 2017,http://adsabs.harvard.edu/abs/2017A%26A...604A.110A,0.116833,0.69,89.7
Kepler-953 c,,0.0839169,9.10967112,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0053608,0.95,
Kepler-337 c,,0.0889716,9.693201,,90,2454965.8115,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0151834,,
Kepler-213 b,,0.0356868,2.46236,,90,2455004.83986,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0120479,,
Kepler-386 c,,0.168189,25.193458,,90,2454979.43209,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0117926,,
Kepler-1186 b,,0.12255,16.07677615,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0167991,0.95,
Kepler-927 b,,0.0851117,9.1149903,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0126737,0.99,
Kepler-660 b,,0.078486,9.27358194,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.020474,0.75,
Kepler-1385 b,,0.0415895,2.88879862,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00164848,1.15,
POTS-1 b,,0.0373351,3.1606296,,,,,Koppenhoefer 2013,http://adsabs.harvard.edu/abs/2013MNRAS.435.3133K,Koppenhoefer 2013,http://adsabs.harvard.edu/abs/2013MNRAS.435.3133K,1,0.695,88.06
47 UMa b,2.54589,2.10149,1078,0.032,334,2451917,48.4,Gregory 2010,http://adsabs.harvard.edu/abs/2010MNRAS.403..731G,Butler 1996,http://adsabs.harvard.edu/abs/1996ApJ...464L.153B,2.54589,1.063,
HD 240210 b,7.28868,1.33364,501.75,0.15,277.49,2454486.76,161.89,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,7.28868,1.25,
Kepler-1255 b,,0.220101,36.2919336,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0176872,1.08,
Kepler-804 c,,0.0890131,9.65185017,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00468851,1.01,
Kepler-906 b,,0.239949,41.6979976,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0156727,1.06,
Kepler-304 b,,0.0433417,3.295709,,90,2454966.96482,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0245625,,
Kepler-149 d,,0.576836,160.018032,,90,2455084.28348,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0504114,,
Kepler-1625 b,,0.84075,287.378949,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.123396,0.96,
Kepler-77 b,0.430694,0.0450195,3.57878087,0,90,2455095.865727,59.2,Gandolfi 2013,http://adsabs.harvard.edu/abs/2013A%26A...557A..74G,Gandolfi 2013,http://adsabs.harvard.edu/abs/2013A%26A...557A..74G,0.430957,0.95,88
Kepler-719 b,,0.0570893,5.00731778,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.4002,0.99,
HD 109749 b,0.27467,0.0629198,5.24,0,0,2453013.55,28.3,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,0.27467,1.21,
HD 89345 b,0.112312,0.105428,11.81399,0.203,-14.9,2457911.12328,9.49,Van Eylen 2018,http://adsabs.harvard.edu/abs/2018MNRAS.478.4866V,Van Eylen 2018,http://adsabs.harvard.edu/abs/2018MNRAS.478.4866V,0.112312,1.12,
Kepler-1455 b,,0.224301,49.276764,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0161718,0.62,
Kepler-775 b,,0.018714,0.97486893,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0053608,0.92,
HD 45364 c,0.658513,0.897549,342.85,0.0974,7.41,2453250.376643117,21.92,Correia 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..521C,Correia 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..521C,0.658513,0.82,
Kepler-55 d,,0.0332158,2.211099,,90,2455003.14912,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.011856,,
Kepler-685 b,,0.0280141,1.6255222,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1,1.11,
Kepler-500 b,,0.0821049,8.5083244,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0206139,1.02,
Kepler-327 b,,0.0365246,2.549575,,90,2454965.60488,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00422638,,
Kepler-1162 b,,0.191967,32.5637069,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0165864,0.89,
Kepler-721 b,,0.0563265,5.39202539,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0214793,0.82,
WASP-50 b,1.46438,0.0294714,1.9550959,0.009,44,2455561.549,256.6,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,1.47244,0.892,84
Kepler-1540 b,,0.443519,125.4131177,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0195285,0.74,
HD 11506 c,0.36,0.774655,223.6,0.24,272,2454127,12.5,Giguere 2015,http://adsabs.harvard.edu/abs/2015ApJ...799...89G,Giguere 2015,http://adsabs.harvard.edu/abs/2015ApJ...799...89G,0.36,1.24,
Kepler-607 b,,0.0136874,0.6381632,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0018073,0.84,
Kepler-1317 b,,0.0126273,0.56887443,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0116544,0.83,
Kepler-1507 b,,0.119784,16.0506213,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00157306,0.89,
Kepler-1384 b,,0.111331,15.36262753,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0142915,0.78,
Kepler-217 d,,0,3.88689525,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00774372,0,
Kepler-1007 b,,0.0527894,5.18500207,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0101747,0.73,
24 Boo b,0.912932,0.189841,30.3506,0.042,210,2450008.6,59.9,Takarada 2018,http://adsabs.harvard.edu/abs/2018PASJ..tmp...64T,Takarada 2018,http://adsabs.harvard.edu/abs/2018PASJ..tmp...64T,0.912932,0.99,
HD 147379 b,0.0778032,0.319334,86.54,0.01,93,2451665.1,5.14,Reiners 2018,http://adsabs.harvard.edu/abs/2018A%26A...609L...5R,Reiners 2018,http://adsabs.harvard.edu/abs/2018A%26A...609L...5R,0.0778032,0.58,
HD 159243 c,1.9,0.804743,248.4,0.075,69,2456484,56.6,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,1.9,1.125,
Kepler-1477 b,,0.0932443,11.55530021,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00518721,0.81,
HD 158996 b,14.0573,2.09115,820.2,0.13,168,2454993,207,Bang 2018,http://adsabs.harvard.edu/abs/2018JKAS...51...17B,Bang 2018,http://adsabs.harvard.edu/abs/2018JKAS...51...17B,14.0573,1.8,
Kepler-87 c,,0.67057,191.2318,0.039,223.2,2456193.705981,,Ofir 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,Ofir 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,0.0201366,1.1,89.588
