# INSTRUMENT_ID: 1
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 220.041800051771
# DEC: 42.777619435527
# OBS_DATE: 2021-01-11 00:00:00+00:00
# REDSHIFT: 0.00838532
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 58684
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
4591.649,2.09016e-01,2.58140e-02
4594.183,1.98922e-01,2.75525e-02
4596.716,2.59388e-01,2.74391e-02
4599.249,2.69780e-01,2.53556e-02
4601.783,2.57743e-01,2.45029e-02
4604.316,2.26247e-01,2.50614e-02
4606.849,2.73628e-01,2.73230e-02
4609.383,2.63862e-01,2.68738e-02
4611.916,2.80167e-01,2.54451e-02
4614.449,2.69915e-01,2.40154e-02
4616.982,2.86186e-01,2.44909e-02
4619.516,3.02491e-01,2.58919e-02
4622.049,2.97763e-01,2.66166e-02
4624.582,2.64426e-01,2.48736e-02
4627.116,3.09489e-01,2.40900e-02
4629.649,3.03779e-01,2.37862e-02
4632.182,2.75047e-01,2.46818e-02
4634.715,2.58797e-01,2.54088e-02
4637.249,2.88041e-01,2.51890e-02
4639.782,3.04132e-01,2.38119e-02
4642.315,2.82813e-01,2.27351e-02
4644.849,2.94985e-01,2.33855e-02
4647.382,3.03742e-01,2.48465e-02
4649.915,2.93179e-01,2.53143e-02
4652.449,2.92964e-01,2.36896e-02
4654.982,2.58424e-01,2.21095e-02
4657.515,2.89846e-01,2.29714e-02
4660.048,3.16447e-01,2.43272e-02
4662.582,3.27292e-01,2.54447e-02
4665.115,3.26498e-01,2.48916e-02
4667.648,3.12016e-01,2.31668e-02
4670.182,3.01435e-01,2.29585e-02
4672.715,3.06207e-01,2.36930e-02
4675.248,3.18701e-01,2.50679e-02
4677.782,2.69905e-01,2.44896e-02
4680.315,2.70303e-01,2.19412e-02
4682.848,2.81258e-01,2.16386e-02
4685.381,2.67484e-01,2.15932e-02
4687.915,3.11181e-01,2.36118e-02
4690.448,3.50356e-01,2.42877e-02
4692.981,3.60255e-01,2.32823e-02
4695.515,3.21967e-01,2.14803e-02
4698.048,3.31004e-01,2.14192e-02
4700.581,3.55955e-01,2.27378e-02
4703.114,3.27240e-01,2.36929e-02
4705.648,3.75138e-01,2.35247e-02
4708.181,3.53084e-01,2.19239e-02
4710.714,3.52797e-01,2.13778e-02
4713.248,3.26273e-01,2.16549e-02
4715.781,3.04321e-01,2.32367e-02
4718.314,3.56524e-01,2.35445e-02
4720.848,3.35469e-01,2.14933e-02
4723.381,3.35415e-01,2.06532e-02
4725.914,3.20786e-01,2.09163e-02
4728.447,3.29358e-01,2.28321e-02
4730.981,3.28541e-01,2.36674e-02
4733.514,3.29198e-01,2.25005e-02
4736.047,3.04220e-01,2.13383e-02
4738.581,3.04701e-01,2.18846e-02
4741.114,3.05077e-01,2.32234e-02
4743.647,3.23550e-01,2.46645e-02
4746.181,3.40362e-01,2.37741e-02
4748.714,3.43912e-01,2.09974e-02
4751.247,3.30171e-01,2.06788e-02
4753.780,3.29044e-01,2.12280e-02
4756.314,3.27151e-01,2.25527e-02
4758.847,3.25610e-01,2.19541e-02
4761.380,3.30086e-01,2.02307e-02
4763.914,2.90961e-01,1.91040e-02
4766.447,3.16332e-01,1.97208e-02
4768.980,3.12155e-01,2.09044e-02
4771.514,2.96244e-01,2.20241e-02
