# INSTRUMENT_ID: 18
# OBS_GROUP_ID: 2
# UNIT_ID: None
# RA: 23.56025
# DEC: -29.4402777777778
# OBS_DATE: 2016-09-21 21:16:20+00:00
# REDSHIFT: 0.0049
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 2275
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
3898.812,5.38750e-15,-9.90000e+01
3899.745,5.39039e-15,-9.90000e+01
3900.679,5.42545e-15,-9.90000e+01
3901.613,5.41681e-15,-9.90000e+01
3902.546,5.43908e-15,-9.90000e+01
3903.480,5.39113e-15,-9.90000e+01
3904.414,5.39804e-15,-9.90000e+01
3905.347,5.42654e-15,-9.90000e+01
3906.281,5.40914e-15,-9.90000e+01
3907.215,5.42822e-15,-9.90000e+01
3908.148,5.43330e-15,-9.90000e+01
3909.082,5.41934e-15,-9.90000e+01
3910.016,5.43697e-15,-9.90000e+01
3910.949,5.44851e-15,-9.90000e+01
3911.883,5.43153e-15,-9.90000e+01
3912.817,5.39122e-15,-9.90000e+01
3913.750,5.36882e-15,-9.90000e+01
3914.684,5.39380e-15,-9.90000e+01
3915.618,5.39342e-15,-9.90000e+01
3916.551,5.36549e-15,-9.90000e+01
3917.485,5.32702e-15,-9.90000e+01
3918.419,5.29605e-15,-9.90000e+01
3919.352,5.35810e-15,-9.90000e+01
3920.286,5.32736e-15,-9.90000e+01
3921.220,5.31257e-15,-9.90000e+01
3922.153,5.31453e-15,-9.90000e+01
3923.087,5.21715e-15,-9.90000e+01
3924.021,5.26882e-15,-9.90000e+01
3924.954,5.37562e-15,-9.90000e+01
3925.888,5.29251e-15,-9.90000e+01
3926.822,5.33380e-15,-9.90000e+01
3927.755,5.27483e-15,-9.90000e+01
3928.689,5.17527e-15,-9.90000e+01
3929.623,5.19219e-15,-9.90000e+01
3930.556,5.23045e-15,-9.90000e+01
3931.490,5.21203e-15,-9.90000e+01
3932.424,5.15123e-15,-9.90000e+01
3933.357,5.16471e-15,-9.90000e+01
3934.291,5.22529e-15,-9.90000e+01
3935.225,5.18678e-15,-9.90000e+01
3936.158,5.12827e-15,-9.90000e+01
3937.092,5.14918e-15,-9.90000e+01
3938.026,5.15817e-15,-9.90000e+01
3938.959,5.12715e-15,-9.90000e+01
3939.893,5.17871e-15,-9.90000e+01
3940.827,5.24326e-15,-9.90000e+01
3941.760,5.24914e-15,-9.90000e+01
3942.694,5.17840e-15,-9.90000e+01
3943.628,5.11248e-15,-9.90000e+01
3944.561,5.14034e-15,-9.90000e+01
3945.495,5.18102e-15,-9.90000e+01
3946.429,5.19689e-15,-9.90000e+01
3947.362,5.22353e-15,-9.90000e+01
3948.296,5.20966e-15,-9.90000e+01
3949.230,5.20542e-15,-9.90000e+01
3950.163,5.19420e-15,-9.90000e+01
3951.097,5.17983e-15,-9.90000e+01
3952.031,5.16546e-15,-9.90000e+01
3952.964,5.15108e-15,-9.90000e+01
3953.898,5.13671e-15,-9.90000e+01
3954.832,5.12233e-15,-9.90000e+01
3955.765,5.10796e-15,-9.90000e+01
3956.699,5.09358e-15,-9.90000e+01
3957.633,5.07921e-15,-9.90000e+01
3958.566,5.06484e-15,-9.90000e+01
3959.500,5.05046e-15,-9.90000e+01
3960.434,5.03609e-15,-9.90000e+01
3961.367,5.04335e-15,-9.90000e+01
3962.301,5.05055e-15,-9.90000e+01
3963.235,5.16078e-15,-9.90000e+01
3964.168,5.15891e-15,-9.90000e+01
3965.102,5.13767e-15,-9.90000e+01
3966.036,5.07511e-15,-9.90000e+01
3966.969,5.05402e-15,-9.90000e+01
3967.903,5.07715e-15,-9.90000e+01
3968.837,4.98314e-15,-9.90000e+01
3969.770,4.99238e-15,-9.90000e+01
3970.704,4.93583e-15,-9.90000e+01
3971.638,4.95636e-15,-9.90000e+01
3972.571,5.01906e-15,-9.90000e+01
3973.505,5.02497e-15,-9.90000e+01
3974.439,5.01392e-15,-9.90000e+01
3975.372,4.99308e-15,-9.90000e+01
3976.306,4.98538e-15,-9.90000e+01
3977.240,4.97436e-15,-9.90000e+01
3978.173,5.02071e-15,-9.90000e+01
3979.107,5.08420e-15,-9.90000e+01
3980.041,5.03371e-15,-9.90000e+01
3980.974,4.98765e-15,-9.90000e+01
3981.908,4.97244e-15,-9.90000e+01
3982.842,5.01422e-15,-9.90000e+01
3983.775,5.02012e-15,-9.90000e+01
3984.709,5.00425e-15,-9.90000e+01
3985.643,4.98311e-15,-9.90000e+01
3986.576,4.96549e-15,-9.90000e+01
3987.510,4.92397e-15,-9.90000e+01
3988.444,4.84588e-15,-9.90000e+01
3989.377,4.78769e-15,-9.90000e+01
3990.311,4.76904e-15,-9.90000e+01
3991.245,4.77365e-15,-9.90000e+01
3992.178,4.81709e-15,-9.90000e+01
3993.112,4.88023e-15,-9.90000e+01
3994.046,4.93367e-15,-9.90000e+01
3994.979,4.96169e-15,-9.90000e+01
3995.913,4.93656e-15,-9.90000e+01
3996.847,4.89055e-15,-9.90000e+01
3997.780,4.88240e-15,-9.90000e+01
3998.714,4.88623e-15,-9.90000e+01
3999.648,4.87467e-15,-9.90000e+01
4000.581,4.89909e-15,-9.90000e+01
4001.515,4.92784e-15,-9.90000e+01
4002.449,4.89412e-15,-9.90000e+01
4003.383,4.89424e-15,-9.90000e+01
4004.316,4.85717e-15,-9.90000e+01
4005.250,4.83901e-15,-9.90000e+01
4006.184,4.87543e-15,-9.90000e+01
4007.117,4.89569e-15,-9.90000e+01
4008.051,4.89663e-15,-9.90000e+01
4008.985,4.83134e-15,-9.90000e+01
4009.918,4.76651e-15,-9.90000e+01
4010.852,4.84507e-15,-9.90000e+01
4011.786,4.90144e-15,-9.90000e+01
4012.719,4.89466e-15,-9.90000e+01
4013.653,4.87772e-15,-9.90000e+01
4014.587,4.89887e-15,-9.90000e+01
4015.520,4.93479e-15,-9.90000e+01
4016.454,4.92458e-15,-9.90000e+01
4017.388,4.85944e-15,-9.90000e+01
4018.321,4.84421e-15,-9.90000e+01
4019.255,4.84510e-15,-9.90000e+01
4020.189,4.80704e-15,-9.90000e+01
4021.122,4.82471e-15,-9.90000e+01
4022.056,4.84450e-15,-9.90000e+01
4022.990,4.84758e-15,-9.90000e+01
4023.923,4.80611e-15,-9.90000e+01
4024.857,4.76070e-15,-9.90000e+01
4025.791,4.76056e-15,-9.90000e+01
4026.724,4.81350e-15,-9.90000e+01
4027.658,4.85446e-15,-9.90000e+01
4028.592,4.82542e-15,-9.90000e+01
4029.525,4.79049e-15,-9.90000e+01
4030.459,4.82441e-15,-9.90000e+01
4031.393,4.82811e-15,-9.90000e+01
4032.326,4.77507e-15,-9.90000e+01
4033.260,4.73361e-15,-9.90000e+01
4034.194,4.73437e-15,-9.90000e+01
4035.127,4.80661e-15,-9.90000e+01
4036.061,4.78807e-15,-9.90000e+01
4036.995,4.73911e-15,-9.90000e+01
4037.928,4.72414e-15,-9.90000e+01
4038.862,4.70943e-15,-9.90000e+01
4039.796,4.69960e-15,-9.90000e+01
4040.729,4.71069e-15,-9.90000e+01
4041.663,4.75294e-15,-9.90000e+01
4042.597,4.75759e-15,-9.90000e+01
4043.530,4.72406e-15,-9.90000e+01
4044.464,4.68902e-15,-9.90000e+01
4045.398,4.66947e-15,-9.90000e+01
4046.331,4.66318e-15,-9.90000e+01
4047.265,4.67259e-15,-9.90000e+01
4048.199,4.62559e-15,-9.90000e+01
4049.132,4.58704e-15,-9.90000e+01
4050.066,4.59015e-15,-9.90000e+01
4051.000,4.61893e-15,-9.90000e+01
4051.933,4.63026e-15,-9.90000e+01
4052.867,4.59242e-15,-9.90000e+01
4053.801,4.61825e-15,-9.90000e+01
4054.734,4.64391e-15,-9.90000e+01
4055.668,4.61730e-15,-9.90000e+01
4056.602,4.52638e-15,-9.90000e+01
4057.535,4.57539e-15,-9.90000e+01
4058.469,4.61020e-15,-9.90000e+01
4059.403,4.58379e-15,-9.90000e+01
4060.336,4.59205e-15,-9.90000e+01
4061.270,4.60781e-15,-9.90000e+01
4062.204,4.65280e-15,-9.90000e+01
4063.137,4.69582e-15,-9.90000e+01
4064.071,4.70553e-15,-9.90000e+01
4065.005,4.66220e-15,-9.90000e+01
4065.938,4.64230e-15,-9.90000e+01
4066.872,4.64295e-15,-9.90000e+01
