,Designation,Abs Mag,Slope Param,Epoch,Mean anom (deg),Argument of Perihelion (deg),Longitude of Ascending Node (deg),Inclination to Ecliptic (deg),Eccentricity,Mean daily motion (deg/day),Semimajor Axis (AU),Reference,N observation,N oppositions,Readable Designation,Date of last observation
1264,K17S20V,18.8,0.15,K232P,14.8078,119.60909,110.87645,22.72369,0.3053511,0.66251826,1.3031792,MPO600095,175,5,2017 SV20,2021-01-13
1265,K17S32Y,21.3,0.15,K232P,87.37534,271.06161,220.43251,26.0357,0.4369605,0.80219423,1.1471398,MPO562885,56,3,2017 SY32,2019-06-27
1266,K17T01K,21.0,0.15,K232P,222.51928,355.51523,354.46367,9.93024,0.5682798,0.29319273,2.2440572,MPO466912,122,2,2017 TK1,2018-01-03
1267,K17T02G,21.67,0.15,K232P,173.61716,229.05171,249.07844,4.07001,0.6350025,0.46918759,1.6402311,E2022-K52,173,2,2017 TG2,2022-05-20
1268,K17T04V,19.0,0.15,K232P,177.56252,238.04669,191.63177,44.9118,0.6290401,0.28110599,2.3079301,MPO501661,206,5,2017 TV4,2018-04-11
1269,K17T06H,21.4,0.15,K232P,62.81925,127.14926,328.21977,3.8456,0.4955631,0.41481533,1.7805993,MPO439005,76,2,2017 TH6,2018-03-20
1270,K17T06N,21.0,0.15,K232P,217.70426,262.57562,42.92955,7.53568,0.6676232,0.28608278,2.2810855,MPO438038,83,1,2017 TN6,2017-11-26
1271,K17U04R,20.6,0.15,K232P,263.31707,311.20267,211.10997,21.7464,0.3564833,0.55543055,1.465715,MPO545063,78,3,2017 UR4,2019-10-05
1272,K17U05X,19.78,0.15,K232P,318.14349,52.13325,59.41439,18.26614,0.2411899,0.73814802,1.2125707,E2022-KA3,99,2,2017 UX5,2022-05-01
1273,K17U05Y,18.74,0.15,K232P,14.66573,32.62135,81.38991,14.44891,0.5214487,0.38510531,1.8710399,MPO733619,217,4,2017 UY5,2023-01-03
1274,K17U07Z,21.6,0.15,K232P,255.22845,115.09517,186.39833,5.35774,0.6115031,0.30557751,2.183007,MPO473487,43,1,2017 UZ7,2017-12-07
1275,K17U45E,18.8,0.15,K232P,32.2558,203.22852,273.48203,14.29603,0.6878988,0.21117275,2.7928277,MPO457146,175,2,2017 UE45,2018-06-01
1276,K17U51Q,20.68,0.15,K232P,93.42949,244.99316,49.12316,4.28064,0.4839498,0.3901173,1.85498,MPO733621,115,3,2017 UQ51,2022-11-03
1277,K17V00D,20.87,0.15,K232P,133.97842,71.23018,225.7901,8.38145,0.8174029,0.24906095,2.5018751,E2021-X08,239,2,2017 VD,2021-11-30
1278,K17V00T,20.68,0.15,K232P,10.28557,222.14217,119.29558,16.08775,0.6783378,0.18737005,3.0246092,MPO624116,60,1,2017 VT,2017-12-22
1279,K17V00V,20.45,0.15,K232P,97.51494,244.33661,56.28429,18.92084,0.5404101,0.4057436,1.8070421,MPO724872,154,3,2017 VV,2022-11-02
1280,K17V01J,21.6,0.15,K232P,103.12754,72.61039,63.22905,26.11733,0.6027063,0.442324,1.705987,MPO435143,35,1,2017 VJ1,2017-12-07
1281,K17V01X,20.1,0.15,K232P,307.9912,198.19202,298.94215,8.65546,0.5252346,0.36273549,1.9471946,MPO554927,142,2,2017 VX1,2019-08-28
1282,K17V12R,20.6,0.15,K232P,36.23283,180.81539,347.25969,9.21818,0.269454,0.61521387,1.369153,MPO508617,388,4,2017 VR12,2018-06-09
1283,K17V13W,20.7,0.15,K232P,244.1301,337.11807,45.67227,11.48659,0.5558338,0.30900671,2.1668263,MPO529355,275,1,2017 VW13,2018-03-04
1284,K17V14V,18.4,0.15,K232P,231.82647,234.75331,77.95034,15.8901,0.8451018,0.29407781,2.2395523,E2020-VF7,86,3,2017 VV14,2019-01-15
1285,K17V15O,19.56,0.15,K232P,0.10331,19.02075,80.36813,26.06542,0.4800675,0.37958958,1.8891214,MPO733636,160,2,2017 VO15,2022-11-24
1286,K17W02G,20.3,0.15,K232P,67.9862,103.1256,101.37687,14.53629,0.5783589,0.82722311,1.1238826,MPO477900,117,3,2017 WG2,2019-08-08
1287,K17W13V,21.2,0.15,K232P,164.00857,298.15382,253.6841,12.08353,0.6770923,0.67383283,1.28855,E2020-VD2,127,3,2017 WV13,2020-11-12
1288,K17W14K,21.8,0.15,K232P,261.53325,148.18812,215.14954,6.22936,0.5758826,0.31719501,2.1293734,MPO529356,86,2,2017 WK14,2018-01-18
1289,K17W15C,19.4,0.15,K232P,142.17004,243.07674,31.29842,36.01021,0.5086422,0.42496115,1.7521444,MPO466919,53,3,2017 WC15,2017-12-24
1290,K17W16N,21.5,0.15,K232P,280.72714,79.04112,246.833,30.64096,0.5365314,0.68578085,1.2735397,E2020-UH6,63,1,2017 WN16,2018-01-20
1291,K17W28N,19.8,0.15,K232P,174.48472,11.4075,327.21786,10.07391,0.4142631,0.43573496,1.7231422,MPO536471,59,4,2017 WN28,2019-05-26
1292,K17X00C,20.02,0.15,K232P,165.61614,318.615,48.44445,33.63755,0.6009295,0.26941007,2.3742521,MPO714525,66,1,2017 XC,2018-01-23
1293,K17X01A,21.3,0.15,K232P,280.32523,327.65431,239.63905,17.17748,0.2016902,1.35317446,0.8095311,MPO600100,30,2,2017 XA1,2020-11-23
1294,K17X02L,21.3,0.15,K232P,325.18006,82.14598,266.3069,16.93452,0.6638479,0.35007048,1.9938802,MPO554931,157,2,2017 XL2,2020-06-21
1295,K17Y01H,21.24,0.15,K232P,62.92374,307.85673,87.06929,15.81656,0.5238551,0.40530895,1.8083337,MPO714526,252,2,2017 YH1,2022-06-25
1296,K17Y01R,19.98,0.15,K232P,125.53093,140.55725,274.21533,17.88326,0.6221864,0.2538453,2.4703395,E2022-AE2,137,4,2017 YR1,2022-01-09
1297,K17Y05E,19.3,0.15,K232P,3.9717,110.73093,103.94311,6.21631,0.709181,0.20806533,2.8205658,MPO733657,338,3,2017 YE5,2022-12-11
1298,K17Y08S,19.68,0.15,K232P,16.10812,303.25779,321.31654,32.29543,0.3825975,1.22373002,0.8656566,MPO704245,215,3,2017 YS8,2022-02-17
1299,K18A00T,20.59,0.15,K232P,154.41893,21.4858,355.77883,13.37947,0.3992402,0.4483253,1.6907286,MPO640998,66,3,2018 AT,2019-06-02
1300,K18A02E,19.9,0.15,K232P,189.31663,192.18699,338.63728,35.84894,0.5448521,0.3011514,2.2043444,MPO438048,73,1,2018 AE2,2018-02-26
1301,K18A12J,18.97,0.15,K232P,169.40903,286.15432,96.34415,11.51022,0.7377503,0.2683515,2.3804919,MPO687803,75,3,2018 AJ12,2022-02-11
1302,K18A12M,21.2,0.15,K232P,55.69774,51.05744,288.84849,21.66863,0.1163029,1.12213184,0.9171495,E2020-UK5,111,4,2018 AM12,2019-01-15
1303,K18B00P,20.56,0.15,K232P,252.66856,216.49249,183.28646,3.33484,0.3978656,0.50743104,1.556747,MPO687808,297,4,2018 BP,2022-03-02
1304,K18B01O,20.6,0.15,K232P,190.10428,23.11475,350.61941,11.27322,0.4447338,0.45350251,1.6778363,MPO529357,45,3,2018 BO1,2020-01-05
1305,K18B02Y,20.43,0.15,K232P,125.88387,330.21859,202.42719,8.99734,0.3819445,0.46892608,1.6408408,E2021-V05,678,4,2018 BY2,2021-10-31
1306,K18B02Z,20.4,0.15,K232P,231.17146,150.62183,244.11108,11.81698,0.5989455,0.30770696,2.1729238,MPO554937,116,3,2018 BZ2,2020-06-17
1307,K18B03M,21.92,0.15,K232P,192.88435,250.80083,105.46625,19.61508,0.51066,0.83515712,1.1167533,E2022-KF3,46,2,2018 BM3,2022-05-27
1308,K18B06T,21.3,0.15,K232P,193.65253,72.03,307.11491,3.00199,0.8277116,0.29169058,2.2517549,MPO473494,188,1,2018 BT6,2018-03-09
1309,K18B07A,18.7,0.15,K232P,333.52726,67.81301,322.3853,18.37295,0.4924358,0.54920171,1.4767766,MPO545073,273,3,2018 BA7,2020-04-20
1310,K18C02Z,21.4,0.15,K232P,183.90426,117.8823,120.55806,5.41324,0.6717255,0.3066109,2.1780992,MPO660640,76,3,2018 CZ2,2021-09-24
1311,K18D01A,18.87,0.15,K232P,27.95179,233.92285,139.92515,25.49696,0.7273486,0.74301303,1.2072719,MPO704255,102,8,2018 DA1,2022-03-27
1312,K18D01H,21.13,0.15,K232P,210.68102,97.41156,146.07053,1.96858,0.603375,0.32507257,2.0948318,MPO660641,437,6,2018 DH1,2021-10-02
1313,K18E00B,21.9,0.15,K232P,153.87209,126.85185,194.54894,29.43671,0.0122187,0.96139112,1.016723,E2020-TB6,242,2,2018 EB,2020-09-27
1314,K18E00E,21.8,0.15,K232P,20.01045,35.12561,109.317,3.88883,0.6516009,0.20858865,2.8158462,MPO529358,250,1,2018 EE,2018-06-04
1315,K18E02M,20.66,0.15,K232P,225.53435,188.75969,64.49011,6.53755,0.4821914,0.34155113,2.0268996,MPO650401,136,3,2018 EM2,2021-08-16
1316,K18E04D,19.4,0.15,K232P,18.38909,349.40868,274.8556,14.46792,0.622974,0.22787753,2.6546161,MPO458736,46,1,2018 ED4,2018-09-28
1317,K18E04H,21.67,0.15,K232P,264.37612,75.22116,2.84922,6.18828,0.6125308,0.33345714,2.0595675,MPO687815,109,4,2018 EH4,2021-03-15
1318,K18E04J,21.37,0.15,K232P,118.27421,188.24371,78.08628,10.38752,0.1833795,0.6993634,1.2569966,E2021-XH1,509,4,2018 EJ4,2021-12-09
1319,K18F03S,21.48,0.15,K232P,298.75344,69.161,188.63966,4.33283,0.4857658,0.38198614,1.8812116,MPO704257,303,1,2018 FS3,2018-10-10
1320,K18F04J,21.1,0.15,K232P,181.06699,88.84835,223.92455,1.22857,0.3865241,0.54790895,1.4790986,E2020-UH6,145,4,2018 FJ4,2018-12-13
1321,K18F05J,20.13,0.15,K232P,107.68845,287.61819,124.30849,18.24919,0.856637,0.25134406,2.4867014,MPO687816,115,2,2018 FJ5,2022-03-22
1322,K18F05O,20.5,0.15,K232P,55.47618,41.32632,236.95464,9.12823,0.4345052,0.46056081,1.6606498,MPO466934,107,3,2018 FO5,2018-10-18
1323,K18G00M,21.6,0.15,K232P,69.37449,255.79786,18.85657,33.05996,0.5519969,0.45689763,1.6695142,E2020-U22,165,3,2018 GM,2020-10-15
1324,K18G01J,20.79,0.15,K232P,333.35186,250.62511,38.32125,6.7994,0.5509923,0.40655703,1.8046309,MPO704261,258,1,2018 GJ1,2018-10-30
1325,K18G02G,19.26,0.15,K232P,183.92367,278.4841,195.08504,43.31541,0.7102388,0.29475619,2.2361148,MPO641006,143,2,2018 GG2,2018-05-23
1326,K18H00Q,21.53,0.15,K232P,324.5811,294.9715,9.05779,13.74752,0.5782177,0.40470183,1.8101418,MPO624119,41,1,2018 HQ,2018-05-09
1327,K18H02L,21.3,0.15,K232P,58.79636,233.20554,45.90099,33.45605,0.4676828,0.45624611,1.6711032,MPO545075,92,2,2018 HL2,2020-03-16
1328,K18J00A,20.5,0.15,K232P,279.89246,197.81831,63.51188,28.14777,0.2969691,0.58201554,1.4207347,MPO508619,196,3,2018 JA,2018-12-04
1329,K18J02D,18.9,0.15,K232P,303.28267,313.24034,54.51263,51.02463,0.8824479,0.4004308,1.8229905,MPO466940,115,2,2018 JD2,2018-07-01
1330,K18J03K,21.7,0.15,K232P,298.08553,305.12636,64.58487,43.21842,0.2782791,1.05775981,0.9539919,MPO457151,122,1,2018 JK3,2018-05-27
1331,K18J05D,18.8,0.15,K232P,108.61618,31.01503,269.3669,3.63192,0.5538084,0.27365145,2.3496556,MPO562910,144,2,2018 JD5,2018-12-13
1332,K18K01B,20.6,0.15,K232P,69.14467,171.75937,107.28625,12.12724,0.3735883,0.45821992,1.6663008,MPO546156,124,2,2018 KB1,2020-05-17
1333,K18L00K,21.75,0.15,K232P,29.06977,279.9321,85.16167,13.93357,0.3167068,0.89343177,1.0676489,MPO600111,180,3,2018 LK,2021-01-02
1334,K18L01B,20.0,0.15,K232P,341.51984,23.13651,313.89884,1.17794,0.6456799,0.21226146,2.7832696,E2020-UH6,135,1,2018 LB1,2018-12-21
1335,K18L02L,19.92,0.15,K232P,45.2654,7.59343,209.63278,19.81181,0.6034281,0.23187388,2.6240262,MPO714532,129,1,2018 LL2,2018-08-31
1336,K18L03C,18.8,0.15,K232P,36.64835,76.25082,111.19185,44.35691,0.5480823,0.63120941,1.3459236,MPO466945,93,4,2018 LC3,2018-10-02
1337,K18L05F,20.2,0.15,K232P,357.30449,181.11814,100.72822,41.02035,0.6183472,0.21135109,2.7912564,MPO529360,239,1,2018 LF5,2018-10-15
1338,K18L13Z,20.5,0.15,K232P,191.93829,171.10304,279.68695,66.40992,0.2997027,0.62498407,1.3548465,MPO554941,44,3,2018 LZ13,2020-06-17
1339,K18L16G,19.98,0.15,K232P,9.73635,0.26785,77.35632,22.94179,0.3538301,0.51044131,1.5506205,MPO724897,29,4,2018 LG16,2022-10-22
1340,K18M04V,20.86,0.15,K232P,316.61276,344.70212,109.60144,26.11191,0.2423627,0.70418335,1.2512542,E2022-KG5,73,3,2018 MV4,2022-05-29
1341,K18M05R,21.07,0.15,K232P,228.37084,205.19555,326.29867,2.77416,0.7174133,0.32942018,2.0763597,MPO641011,70,4,2018 MR5,2021-07-04
1342,K18M06W,19.5,0.15,K232P,256.06005,120.91823,240.3518,10.25783,0.7741869,0.15787612,3.3904584,MPO508620,175,1,2018 MW6,2018-12-14
1343,K18M06Y,21.2,0.15,K232P,334.80224,351.70777,94.09218,49.98018,0.1544582,1.14464367,0.9050846,MPO529361,86,1,2018 MY6,2018-07-17
1344,K18M07G,21.3,0.15,K232P,34.14041,132.2759,270.55673,25.11734,0.3273316,1.13081117,0.9124505,MPO473496,158,1,2018 MG7,2018-07-06
1345,K18N00C,20.51,0.15,K232P,220.96167,75.3249,128.12695,6.69904,0.6005832,0.33361545,2.0589159,MPO650402,195,3,2018 NC,2021-07-07
1346,K18N14Y,20.2,0.15,K232P,20.59702,315.58585,141.13725,25.1801,0.7718083,0.69564891,1.2614672,MPO600113,79,3,2018 NY14,2020-06-12
1347,K18N15F,21.92,0.15,K232P,25.71225,32.2656,13.71302,3.2749,0.5490078,0.46354339,1.6535187,MPO687830,22,2,2018 NF15,2021-03-08
1348,K18O01B,20.8,0.15,K232P,277.53272,225.04634,174.60481,4.33849,0.6909809,0.17386451,3.1792798,MPO600114,70,1,2018 OB1,2019-01-12
1349,K18P23L,19.87,0.15,K232P,40.39986,293.67223,178.31275,14.34826,0.7867697,0.50235891,1.567208,MPO714536,90,10,2018 PL23,2022-08-31
1350,K18P23Q,19.15,0.15,K232P,141.95192,45.23287,354.50342,18.57536,0.6122939,0.30913888,2.1662087,MPO704275,124,4,2018 PQ23,2022-03-28
1351,K18P24K,21.9,0.15,K232P,212.44833,119.94276,320.54915,6.69672,0.661305,0.36373752,1.9436168,MPO473498,67,1,2018 PK24,2018-09-11
1352,K18P29P,21.6,0.15,K232P,272.2813,301.5635,119.35043,20.60299,0.7436841,0.17318383,3.187605,MPO546156,17,1,2018 PP29,2018-09-09
1353,K18Q00T,20.92,0.15,K232P,92.98578,64.83459,354.62393,1.32489,0.6124556,0.28688332,2.27684,MPO704277,154,2,2018 QT,2019-03-15
1354,K18Q01N,21.4,0.15,K232P,92.50732,325.42357,63.66835,6.38779,0.5569828,0.28589132,2.2821038,MPO562911,192,1,2018 QN1,2018-12-19
1355,K18R00B,21.8,0.15,K232P,253.77559,244.29924,349.18615,4.56244,0.7324661,0.36188054,1.9502602,MPO600115,207,2,2018 RB,2021-01-24
1356,K18R07B,21.7,0.15,K232P,55.64551,314.30086,115.53861,5.29746,0.6685531,0.26252757,2.4155689,MPO473499,30,1,2018 RB7,2018-09-29
1357,K18R07J,21.4,0.15,K232P,350.89376,296.31556,135.98751,4.05324,0.6447062,0.22550008,2.6732418,MPO562912,152,1,2018 RJ7,2019-02-14
1358,K18S02X,20.82,0.15,K232P,312.15494,338.31437,351.0958,10.738,0.2967591,0.62647538,1.3526955,MPO624127,111,3,2018 SX2,2021-04-14
1359,K18S03K,18.87,0.15,K232P,353.46971,124.81917,353.29896,34.02905,0.7008081,0.23483464,2.601924,MPO724915,169,3,2018 SK3,2022-09-20
1360,K18T00P,22.0,0.15,K232P,311.11226,89.47146,193.96057,18.9572,0.4641917,0.62013664,1.3618976,MPO473504,220,1,2018 TP,2018-11-10
1361,K18T01O,21.7,0.15,K232P,140.72213,218.64116,91.20856,3.64784,0.3960634,0.5185554,1.5344024,MPO562912,166,4,2018 TO1,2020-05-04
1362,K18T02Y,19.04,0.15,K232P,58.80682,249.19127,272.89227,4.61007,0.8419785,0.28474433,2.2882282,MPO714546,152,3,2018 TY2,2019-09-04
1363,K18T03F,20.4,0.15,K232P,122.31105,76.62489,51.56049,6.87453,0.7170268,0.31650138,2.1324833,MPO650404,219,3,2018 TF3,2021-09-03
1364,K18U00Y,20.82,0.15,K232P,303.69613,113.97555,73.10911,1.77425,0.5315239,0.70632896,1.248719,MPO724921,142,6,2018 UY,2022-10-26
1365,K18U01A,19.9,0.15,K232P,37.08611,348.29953,358.92631,18.46123,0.6247866,0.24533674,2.5271304,MPO733695,208,3,2018 UA1,2022-11-23
1366,K18U01Q,21.98,0.15,K232P,11.18176,219.05502,255.28672,1.60955,0.4912068,0.48083344,1.6136386,MPO624130,270,4,2018 UQ1,2021-05-06
1367,K18U02C,21.9,0.15,K232P,87.70375,134.67975,209.6627,31.32256,0.4103032,0.49822843,1.5758579,E2020-V70,220,3,2018 UC2,2020-11-10
1368,K18V03G,20.89,0.15,K232P,168.75417,283.53945,355.99117,6.00535,0.6501256,0.5321754,1.5081094,MPO687843,114,3,2018 VG3,2022-02-13
1369,K18W01R,20.3,0.15,K232P,68.40412,244.8797,274.59341,15.17304,0.6460461,0.29166771,2.2518726,MPO529374,183,2,2018 WR1,2019-05-31
1370,K18W02P,21.8,0.15,K232P,219.7861,309.5908,55.05795,7.89951,0.5224062,0.36341617,1.9447624,MPO467259,84,1,2018 WP2,2019-01-07
1371,K18W03E,21.0,0.15,K232P,348.64026,159.43273,240.66355,8.71115,0.661134,0.218883,2.7268507,MPO467260,56,1,2018 WE3,2019-02-08
1372,K18X00H,22.0,0.15,K232P,149.18109,216.45768,281.71505,1.23175,0.2996056,0.58497914,1.4159322,MPO624137,185,3,2018 XH,2019-06-02
1373,K18X00R,18.6,0.15,K232P,93.51264,114.43415,78.36127,20.51412,0.6673822,0.31209543,2.1525064,MPO714564,273,5,2018 XR,2022-07-17
1374,K18X03Y,19.72,0.15,K232P,119.28605,108.20039,80.85853,20.26733,0.6215041,0.32384324,2.1001299,MPO714564,98,6,2018 XY3,2022-07-25
1375,K18X05G,20.33,0.15,K232P,9.97344,320.64799,215.50026,12.91378,0.6234009,0.2595271,2.4341513,MPO724942,388,1,2018 XG5,2019-08-04
1376,K18X05V,17.71,0.15,K232P,49.8373,161.20386,154.88992,11.2307,0.6337431,0.23709705,2.5853456,MPO733713,1096,7,2018 XV5,2023-01-11
1377,K18Y00H,21.7,0.15,K232P,116.10991,245.69772,320.50701,11.92221,0.263932,0.83221965,1.1193796,MPO545110,72,3,2018 YH,2019-10-22
1378,K18Y02J,21.8,0.15,K232P,169.06397,293.32907,65.13128,6.52198,0.4039359,0.78797171,1.1609022,MPO467307,127,1,2018 YJ2,2019-03-09
1379,K19A02V,21.1,0.15,K232P,11.13467,54.43738,119.6854,9.01017,0.6466806,0.25545657,2.4599409,MPO477910,185,3,2019 AV2,2019-06-24
1380,K19A02Z,21.6,0.15,K232P,38.03639,255.35457,83.65858,7.33435,0.8837772,0.25561419,2.4589295,MPO477910,93,1,2019 AZ2,2019-01-15
1381,K19A04W,21.1,0.15,K232P,57.79959,56.50737,153.72862,14.42088,0.62033,0.29273048,2.246419,MPO477910,112,2,2019 AW4,2019-07-01
1382,K19A05N,21.08,0.15,K232P,65.90603,98.52084,276.4734,2.02117,0.4139958,0.48348241,1.6077392,MPO733719,617,7,2019 AN5,2022-12-27
1383,K19A06P,21.2,0.15,K232P,333.0088,325.03909,327.29797,7.0744,0.411107,1.54968526,0.7395605,MPO600118,112,2,2019 AP6,2021-01-24
1384,K19A07N,21.75,0.15,K232P,26.30103,325.58174,295.46718,23.79428,0.8484762,0.75630397,1.1930861,MPO714566,36,1,2019 AN7,2019-01-12
1385,K19A13G,21.9,0.15,K232P,117.63144,299.80799,265.46265,11.09371,0.6057099,0.3330523,2.0612362,MPO545110,54,4,2019 AG13,2019-07-04
1386,K19B00K,21.03,0.15,K232P,158.18606,121.11691,264.49558,4.12922,0.7282165,0.33457547,2.0549755,MPO687856,146,3,2019 BK,2022-02-09
1387,K19B01C,20.32,0.15,K232P,15.83977,328.72185,118.19024,17.74763,0.6342616,0.24481594,2.5307132,E2023-C29,131,5,2019 BC1,2023-02-02
1388,K19B01P,19.82,0.15,K232P,18.84345,18.01063,34.32861,23.72949,0.6302602,0.24226887,2.5484198,MPO724957,67,3,2019 BP1,2022-09-12
1389,K19B02G,21.9,0.15,K232P,13.69369,65.5415,328.99074,14.21643,0.2759967,0.69302294,1.2646518,MPO650412,111,2,2019 BG2,2021-08-08
1390,K19B02T,20.5,0.15,K232P,298.00044,65.71157,306.76063,19.94289,0.4924432,0.87546351,1.0822079,E2020-T05,80,3,2019 BT2,2020-03-07
1391,K19B05F,21.5,0.15,K232P,334.33537,68.74799,312.2367,24.5237,0.7395469,0.45263773,1.6799727,MPO624138,161,2,2019 BF5,2021-04-07
1392,K19C01H,21.22,0.15,K232P,283.7956,73.54349,296.46044,10.87182,0.7141634,0.63927833,1.3345742,MPO724958,79,3,2019 CH1,2022-02-09
1393,K19C01T,22.0,0.15,K232P,36.65155,152.46319,325.07177,19.24517,0.3543831,0.50529555,1.56113,MPO600119,203,2,2019 CT1,2020-12-26
1394,K19C01U,21.4,0.15,K232P,271.98636,100.64952,344.50191,1.76053,0.5170651,0.41493964,1.7802436,MPO467451,92,2,2019 CU1,2019-03-29
1395,K19C02D,20.02,0.15,K232P,32.32486,113.42986,304.88206,6.74029,0.7479413,0.25680616,2.4513148,MPO714570,183,2,2019 CD2,2022-08-29
1396,K19C04E,18.09,0.15,K232P,312.59579,347.0963,38.59245,20.68919,0.6606028,0.20467123,2.8516628,E2022-KF3,110,2,2019 CE4,2022-05-28
1397,K19C05C,22.0,0.15,K232P,241.36628,295.54737,131.24279,7.49016,0.6054146,0.39356451,1.8441324,MPO467464,74,1,2019 CC5,2019-03-31
1398,K19C05D,22.0,0.15,K232P,31.14518,211.14636,32.69459,2.62209,0.6662786,0.28005729,2.313688,MPO562918,167,1,2019 CD5,2019-03-19
1399,K19D02D,21.16,0.15,K232P,123.94619,30.04207,179.05142,36.63978,0.5116955,0.33724196,2.0441291,MPO714571,27,2,2019 DD2,2019-03-07
1400,K19E00N,21.2,0.15,K232P,67.1487,46.66351,192.87522,9.79109,0.6182261,0.30612771,2.1803905,MPO496135,127,2,2019 EN,2019-09-27
1401,K19E02U,21.0,0.15,K232P,35.81773,246.43675,198.94828,15.59388,0.6670629,0.25991557,2.4317253,MPO624138,70,2,2019 EU2,2019-04-25
1402,K19F00H,20.2,0.15,K232P,58.48356,152.31535,255.17192,3.85384,0.7742921,0.5219804,1.527683,MPO546165,179,2,2019 FH,2020-05-22
1403,K19F00J,19.09,0.15,K232P,199.17365,150.21135,156.90198,44.43726,0.6128021,1.48109219,0.7622217,MPO733733,86,4,2019 FJ,2022-12-19
1404,K19F00Z,21.4,0.15,K232P,191.84867,139.94493,192.45032,27.66605,0.6287218,1.19927347,0.8773857,MPO624138,172,2,2019 FZ,2021-04-07
1405,K19F02M,20.61,0.15,K232P,104.44791,75.34031,358.85146,27.98552,0.2689637,1.02543427,0.9739369,MPO600120,75,2,2019 FM2,2021-01-16
1406,K19G01D,20.0,0.15,K232P,357.64899,237.20592,197.58329,3.55773,0.8006058,0.23339016,2.6126487,MPO467539,75,1,2019 GD1,2019-05-08
1407,K19G02T,19.1,0.15,K232P,280.97663,343.87634,88.39075,6.7368,0.5108107,0.39518656,1.8390827,MPO660669,80,5,2019 GT2,2020-06-29
1408,K19G03T,20.99,0.15,K232P,351.41139,69.89965,225.0495,2.33471,0.6193738,0.26993735,2.3711593,MPO660669,469,1,2019 GT3,2019-10-28
1409,K19H00N,20.4,0.15,K232P,159.27919,81.71521,207.39233,34.75264,0.6357693,0.38753072,1.863225,MPO496135,53,1,2019 HN,2019-09-18
1410,K19H04H,20.0,0.15,K232P,247.04124,150.74389,211.46786,33.85762,0.3875717,0.51949771,1.5325464,E2021-X69,102,4,2019 HH4,2021-12-03
1411,K19J01B,20.94,0.15,K232P,101.85895,288.7782,54.17498,19.91483,0.7753967,0.34747322,2.0038036,MPO704297,156,1,2019 JB1,2019-05-15
1412,K19K04B,19.7,0.15,K232P,137.0747,192.05652,134.76765,17.51824,0.4518675,0.37939814,1.8897568,MPO545120,138,3,2019 KB4,2019-12-20
1413,K19K05Q,21.7,0.15,K232P,299.48325,238.68107,246.44071,4.90597,0.6011136,0.44872604,1.6897218,E2021-XK3,37,3,2019 KQ5,2019-06-23
1414,K19K07D,21.7,0.15,K232P,244.12153,112.66031,282.74162,9.1113,0.4610184,1.07227315,0.9453641,MPO555913,11,1,2019 KD7,2019-06-02
1415,K19L01G,20.8,0.15,K232P,318.07163,103.38636,248.78049,17.99486,0.3594374,0.8247095,1.1261651,MPO508626,39,4,2019 LG1,2019-11-17
1416,K19L01Z,19.84,0.15,K232P,56.66192,223.21054,220.77581,9.4942,0.9255886,0.29536622,2.2330348,E2022-N56,35,2,2019 LZ1,2022-07-08
1417,K19L04X,21.77,0.15,K232P,344.42554,68.71449,269.98064,2.93879,0.3075263,0.55761769,1.4618799,MPO704300,168,3,2019 LX4,2019-10-31
1418,K19L05H,20.51,0.15,K232P,271.47279,269.25592,120.73978,2.99941,0.7058785,0.48572324,1.6027906,MPO641067,74,2,2019 LH5,2021-06-27
1419,K19L06G,21.8,0.15,K232P,14.25659,260.67844,95.79385,16.89517,0.7374925,0.28731034,2.2745835,MPO473687,55,1,2019 LG6,2019-06-15
1420,K19M01F,21.8,0.15,K232P,326.75209,5.34611,285.28218,9.75451,0.3185879,0.51758452,1.5363206,MPO562934,109,1,2019 MF1,2019-09-18
1421,K19M03S,20.3,0.15,K232P,282.26404,231.52858,139.00437,8.61239,0.7202782,0.23095332,2.6309943,MPO562934,96,2,2019 MS3,2020-02-02
1422,K19N00A,21.8,0.15,K232P,92.06775,141.29341,207.23486,7.77196,0.5689824,0.35396845,1.9792152,MPO504266,52,1,2019 NA,2019-11-03
1423,K19N02A,20.81,0.15,K232P,142.35837,284.88058,78.85046,33.86621,0.6365173,0.40099477,1.8212808,MPO624141,29,1,2019 NA2,2019-11-05
1424,K19N02E,21.1,0.15,K232P,192.3137,124.16625,267.89691,8.47422,0.729046,0.43317345,1.7299285,MPO687883,200,2,2019 NE2,2022-02-11
1425,K19N02Y,21.2,0.15,K232P,174.41609,199.64785,139.79417,11.3475,0.4413899,0.42601464,1.7492546,MPO545123,45,1,2019 NY2,2020-01-17
1426,K19N04O,22.0,0.15,K232P,328.9829,269.13135,128.00992,12.58117,0.6439609,0.54584672,1.4828216,MPO473717,31,1,2019 NO4,2019-07-16
1427,K19N07D,21.4,0.15,K232P,293.09719,114.73501,297.38503,34.4811,0.5750571,0.80157242,1.147733,MPO545124,37,2,2019 ND7,2020-03-04
1428,K19O00O,21.2,0.15,K232P,220.79179,252.99613,132.08929,32.67347,0.5024809,0.47137616,1.6351502,MPO687890,70,4,2019 OO,2022-01-26
1429,K19O00T,20.59,0.15,K232P,240.27538,285.40565,302.13523,47.23055,0.5488812,0.44019891,1.7114731,MPO704306,279,2,2019 OT,2021-01-15
